isco_level_4,ai_product_exposure_score
0110,0.063271677858825065
0210,0.09832298136645962
0310,0.11921936758893281
1111,0.07797434763379035
1112,0.10104969476325465
1114,0.0847457627118644
1120,0.11400260546433617
1211,0.14654067074300536
1212,0.11586908690869087
1213,0.14291609648302597
1219,0.1511011856119878
1221,0.2511632193669284
1222,0.15796605334474398
1223,0.18086039471186904
1311,0.10344827586206896
1312,0.06280193236714976
1321,0.16906492723143313
1322,0.14967218771566598
1323,0.11542145593869732
1324,0.12426686303967793
1330,0.17663028638395734
1341,0.026552868658131817
1342,0.20459770114942527
1343,0.04
1344,0.05587893864013267
1345,0.03443585910703049
1346,0.22867827522897058
1349,0.12108325914941563
1411,0.13541666666666666
1412,0.0425531914893617
1420,0.15217753652883542
1431,0.10092612581502529
1439,0.17440679429634548
2111,0.05204154002026342
2112,0.11559629399252042
2113,0.10271307798481712
2114,0.0727594043947979
2120,0.12011196823226898
2131,0.0757553923992562
2132,0.04947924624395213
2133,0.05482827948202921
2141,0.10294082844650909
2142,0.0725215089827132
2143,0.13524938714631696
2144,0.11432882538268407
2145,0.10397625765233237
2146,0.10759055047516586
2149,0.11666490238063856
2151,0.12661595504495743
2152,0.1543201522829379
2153,0.1033724340175953
2161,0.060427413411938094
2162,0.016129032258064516
2163,0.07472614546473341
2164,0.11920787545787546
2165,0.08327270723104056
2166,0.14761704548490567
2211,0.021739130434782608
2212,0.057692307692307696
2221,0.10789097907741976
2222,0.061224489795918366
2230,0.18744810744810744
2250,0.01434746900078179
2261,0.09475032010243278
2262,0.17517393169567083
2263,0.1449690660216976
2264,0.14069359086918348
2265,0.21583652618135377
2266,0.15
2267,0.15797682709447414
2269,0.1824558717850204
2310,0.023299510055693737
2320,0.11784763835739774
2330,0.08015361420956889
2341,0.06239279588336192
2342,0.08052824368613842
2351,0.02719155844155844
2352,0.07669584942437047
2353,0.10227272727272727
2354,0.07894736842105263
2355,0.06380795430286643
2356,0.25164473684210525
2359,0.08583616087359486
2411,0.1638078476459536
2412,0.22847700355589556
2413,0.30089591567852436
2421,0.2514749676906976
2422,0.10737278740582937
2423,0.1447900847524091
2424,0.08861540111540112
2431,0.29688895043520586
2432,0.13407193637455583
2433,0.3554675352542866
2434,0.28712568058076227
2511,0.199281261903208
2512,0.20960353156754957
2513,0.21135037006004748
2514,0.2506146001073537
2519,0.3013976030288791
2521,0.20557486631016042
2522,0.12009803921568628
2523,0.21904761904761905
2529,0.22843164674972455
2611,0.16820474960009843
2612,0.06477732793522267
2619,0.1710225469515892
2621,0.029655072023493077
2622,0.11698717948717949
2631,0.22134898645448517
2632,0.058920942362360035
2633,0.07742389053384499
2634,0.10516795411161609
2635,0.026225701450650944
2636,0.029439102564102565
2641,0.09947878236979223
2642,0.08261281303160194
2643,0.2873633203534043
2651,0.032106950210398486
2652,0.01453878690720796
2653,0
2654,0.0901140069971221
2655,0.030204081632653063
2656,0.09961096374889479
2659,0.017857142857142856
3111,0.0794044285688706
3112,0.16204410153758816
3113,0.0980209143900882
3114,0.0902204135213034
3115,0.13070095309790378
3116,0.12971333014811276
3117,0.1553002553002553
3118,0.09262530721777716
3119,0.14811163717272313
3121,0.12173913043478261
3122,0.12465804715530315
3123,0.06123518252490883
3131,0.1447872630126333
3132,0.10270005586775774
3133,0.1527019575406672
3134,0.18857142857142856
3135,0.1
3139,0.09869920739485957
3141,0.19910987950572206
3142,0.06229418334414598
3143,0
3151,0
3152,0.02635486649440138
3153,0.04227361474612539
3154,0.09672904775682334
3155,0.045454545454545456
3211,0.23968253968253966
3212,0.1891891891891892
3213,0.2411111111111111
3214,0.09791666666666667
3222,0.11428571428571428
3230,0.2857142857142857
3240,0.04670258819194989
3251,0.11666666666666667
3252,0.5299094180673128
3253,0.06374807987711213
3254,0.045454545454545456
3255,0.12458976833976834
3256,0.25
3257,0.2032871672301841
3258,0.13767281105990783
3259,0.24720923334368713
3311,0.3031134092817537
3312,0.26581088468565783
3313,0.09446169772256728
3314,0.5205128205128204
3315,0.21366263112102896
3321,0.37719298245614036
3322,0.36816949987681696
3323,0.15322498247334848
3324,0.35747883196535313
3331,0.006142167011732229
3332,0.057146057347670254
3333,0.038461538461538464
3334,0.18731362162089715
3339,0.14561573379976678
3341,0.23672975172975172
3342,0.19360902255639095
3343,0.1645969404405937
3344,0.3669047619047619
3351,0.1253968253968254
3352,0.022727272727272728
3353,0.22337662337662337
3354,0.0692156862745098
3355,0.06562770562770563
3359,0.1165003914550194
3411,0.1408085882200837
3412,0.04801677575876213
3413,0.03647214854111406
3421,0
3422,0.09281959402973819
3423,0.05962597942402768
3431,0.0375
3432,0.06277502351395825
3433,0.06410256410256411
3434,0.0812463086638499
3435,0.054198948743591414
3511,0.17391304347826086
3512,0.23807367149758454
3513,0.16233766233766234
3514,0.1
3521,0.061133607349063764
3522,0.043478260869565216
4110,0.1456548347613219
4120,0.2222222222222222
4131,0.2222222222222222
4132,0.3333333333333333
4211,0.17320261437908496
4212,0.09802175856097425
4213,0.23809523809523808
4214,0.22875816993464052
4221,0.17899662956217624
4222,0.29407407407407404
4223,0.25
4224,0.2265378421900161
4225,0.22580645161290322
4226,0.23845598845598845
4227,0.264945652173913
4229,0.275
4311,0.22202797202797203
4312,0.14366571540484585
4313,0.1111111111111111
4321,0.2614035087719298
4322,0.16666666666666666
4323,0.05215135878912969
4411,0.037037037037037035
4412,0.22894736842105262
4413,0
4415,0.21739130434782608
4416,0.12903225806451613
4419,0.3190909090909091
5111,0.044032258064516126
5112,0.07549674837905723
5113,0.04494949494949495
5120,0.0378159748747984
5131,0.09126752911785482
5132,0.047429782723900374
5141,0.16766678482807515
5142,0.17887942635797818
5151,0.1736111111111111
5152,0.09910873440285205
5153,0.025
5161,0.052976190476190475
5162,0.07142857142857142
5163,0.10715600775193798
5164,0.030454668251348658
5165,0.17978286707157565
5169,0.0492831541218638
5211,0.05555555555555555
5212,0.038461538461538464
5221,0.34285714285714286
5222,0.1304945054945055
5223,0.18543266417658605
5230,0.1512820512820513
5241,0.049516908212560384
5242,0.2
5243,0.16666666666666666
5244,0.125
5245,0.1875
5246,0.043478260869565216
5249,0.27539945614163414
5311,0.032309978084872897
5312,0.061388995826382395
5321,0.18823529411764706
5322,0.09523809523809523
5329,0.19024287445340077
5411,0.11109276954929129
5412,0.1111111111111111
5413,0.09903381642512077
5414,0.13804183328461767
5419,0.13568764568764569
6111,0
6112,0.02075187969924812
6113,0.03082684925822181
6114,0
6121,0
6122,0
6123,0
6129,0
6130,0.038461538461538464
6210,0.03571428571428571
6221,0.0137157215079293
6222,0
6223,0.021793184145092875
6224,0.037037037037037035
7111,0.024390243902439025
7112,0.06382978723404255
7113,0.0760325406758448
7114,0.05119047619047619
7115,0.06072577172201232
7119,0.07876130739033965
7121,0.06818181818181818
7122,0.07989456190061028
7123,0.05857385398981324
7124,0.05405405405405406
7125,0.09270516717325228
7126,0.06388373531230675
7127,0.12
7131,0.05138888888888889
7132,0.08476794523306151
7133,0.11619684663162924
7211,0.06066156066156066
7212,0.07386273590030315
7213,0.04380462287622004
7214,0.035859465737514515
7215,0.06689336460716426
7221,0.05567253721411936
7222,0.0940856646119804
7223,0.11741974927939938
7224,0.11894736842105263
7231,0.12647683918793975
7232,0.10602707749766573
7233,0.12229242049229484
7234,0.2413793103448276
7311,0.06852909820389495
7312,0.04425623706503379
7313,0.026470588235294117
7314,0.1260805860805861
7315,0.012195121951219513
7316,0.06186958159358048
7317,0.09999142551922807
7318,0.038614163614163616
7319,0.20535714285714285
7321,0.13027734170591312
7322,0.11401391584150204
7323,0.04532102635550911
7411,0.09887982387982387
7412,0.11872868959336079
7413,0.05794956140350877
7421,0.1438076041283278
7422,0.17179148686501627
7511,0.046137782519361466
7512,0.08108242044861763
7513,0.015625
7514,0.010416666666666666
7515,0.07862690276483379
7516,0.04128086419753086
7521,0.09001782531194297
7522,0.016666666666666666
7523,0.11739879218639838
7531,0.11177008177008177
7532,0.14410946196660482
7533,0.05818181818181818
7534,0.07389540910913865
7535,0.13942307692307693
7536,0.1197652335095774
7541,0.007575757575757576
7542,0.13333333333333333
7543,0.1444134932130152
7544,0.058823529411764705
8111,0.15022222222222223
8112,0.1087878787878788
8113,0.0603034599198282
8114,0.06878188543117884
8121,0.09395935960591133
8122,0.07062488596971356
8131,0.09853886180850782
8132,0.10714285714285714
8141,0.07526095455017023
8142,0.11806934892300085
8143,0.06686172586601168
8151,0.12254317111459968
8152,0.10738011988011988
8153,0.16030913530913532
8154,0.09375
8155,0.13703703703703704
8156,0.08463531418076872
8157,0.1400186071238703
8159,0.12618416305916305
8160,0.030887377425000067
8171,0.06052663332835746
8172,0.1217160038015653
8181,0.11236122574216129
8182,0.1338235294117647
8183,0.09727711372448214
8189,0.20234113712374582
8211,0.10482305919987354
8212,0.0448374755240748
8219,0.07706188796796007
8311,0.1
8312,0
8321,0.08
8322,0.09566922329244354
8331,0.06753712237583205
8332,0.04283103911753801
8341,0.014492753623188406
8342,0.06489596425080296
8343,0.025362318840579712
8344,0.10526315789473684
8350,0.005291005291005291
9111,0.08823529411764706
9112,0.04806440119907612
9121,0.1111111111111111
9122,0.10526315789473684
9123,0.03225806451612903
9129,0.11575757575757575
9211,0
9212,0
9213,0
9214,0
9215,0.034482758620689655
9216,0.005
9311,0.1
9312,0.02538692774824709
9313,0
9321,0.125
9329,0.02631578947368421
9331,0.1
9332,0.05555555555555555
9333,0.07858926485891865
9334,0.08333333333333333
9411,0.065
9412,0.06350806451612903
9510,0
9520,0.047619047619047616
9611,0.10526315789473684
9612,0.1682330827067669
9613,0
9621,0.12179487179487179
9622,0.07894736842105263
9623,0.1111111111111111
9629,0.06060485163580675
