isco_level_3,ai_product_exposure_score
011,0.05562770562770563
021,0.10397727272727272
031,0.04722222222222222
111,0.10954568307509484
112,0.11492763772175538
121,0.14339675281292094
122,0.2434553087080496
131,0.021780303030303032
132,0.12462571240287006
133,0.16026587791293673
134,0.09692792333229593
141,0.11616708884510743
142,0.15393049005542467
143,0.09180624829549745
211,0.08276797073370148
212,0.10717404078748617
213,0.04989043932078644
214,0.09661887092602396
215,0.12422545027558697
216,0.07368372698192503
221,0
222,0.08760238698327161
223,0.12380952380952381
225,0.006409571626962931
226,0.16208904593234033
231,0.0531250077623082
232,0.1672729602698643
233,0.1381320645622705
234,0.11425874125874126
235,0.11233098253087484
241,0.23855071865576066
242,0.11469307181216805
243,0.2795461361250835
251,0.2031739303659998
252,0.23529297411170813
261,0.14189609890301932
262,0.032944996180290294
263,0.05846751422341053
264,0.11019441109777244
265,0.0397090306812529
311,0.12533413290753548
312,0.07568114140056523
313,0.1290819558795445
314,0.11006863506863507
315,0.036435286662703
321,0.15554766859114685
322,0.14814814814814814
323,0.25
324,0.022222222222222223
325,0.23916132050906486
331,0.2954626722483865
332,0.2835591065854224
333,0.052581426741263516
334,0.16982947948021476
335,0.11325757575757575
341,0.07803019994060248
342,0.08120141172410994
343,0.03650755218466357
351,0.19919507575757575
352,0.03718163102561599
411,0.15277777777777776
412,0.2
413,0.35
421,0.15751417116963334
422,0.2243260046113307
431,0.07258953168044077
432,0.09014484970367323
441,0.14955044955044955
511,0.04427124599538393
512,0.0759313725490196
513,0.0808170914053267
514,0.10245464889427737
515,0.09219112596305579
516,0.04660784457435175
521,0.10101010101010101
522,0.19384251550905277
523,0.20875420875420875
524,0.2197675519146811
531,0.03220727984176126
532,0.13949853080978308
541,0.14730451253007643
611,0.008302808302808303
612,0
613,0
621,0
622,0.013514957264957266
711,0.020564892623716153
712,0.03734761145287461
713,0.03922840444579575
721,0.050793528213641
722,0.0792288593759182
723,0.11208972433993543
731,0.05039285908762407
732,0.10301523872952444
741,0.07856195101618442
742,0.1397138604859193
751,0.029358223218412485
752,0.017739403453689167
753,0.07887058117321274
754,0.15991860119887802
811,0.07215366333013391
812,0.061437539069118016
813,0.11835207802949739
814,0.09978066751175994
815,0.08253855784738137
816,0.0338900094576865
817,0.08212936873927586
818,0.13910404741606788
821,0.10483021199932964
831,0.017543859649122806
832,0.08819073083778967
833,0.026694166400048753
834,0.01106612685560054
835,0.0071428571428571435
911,0.04149659863945578
912,0.12229437229437229
921,0.005287569573283859
931,0.019290123456790122
932,0.05
933,0.10909304976642438
941,0.07542016806722689
951,0
952,0.0625
961,0.2238095238095238
962,0.05610799875505758
