isco_level_2,ai_product_exposure_score
01,0.05562770562770563
02,0.10397727272727272
03,0.04722222222222222
11,0.11094967124378889
12,0.18697064005757374
13,0.11707821567871465
14,0.13543862619042626
21,0.08682127809007867
22,0.11853738118002671
23,0.10629388276847093
24,0.20890818509328868
25,0.21248379811837903
26,0.06904140231305633
31,0.10494849837129226
32,0.19811647531959756
33,0.18165842618106381
34,0.05979773702446728
35,0.09609561092814681
41,0.2411111111111111
42,0.19971111860649482
43,0.08506304711800068
44,0.14955044955044955
51,0.06750416104094462
52,0.1996455026936661
53,0.07244149895476945
54,0.14730451253007643
61,0.0046126712793379465
62,0.012719959778783308
71,0.03235482848733572
72,0.08192249742515939
73,0.0649332534623597
74,0.10364991387556284
75,0.08337453003343101
81,0.08122199914682314
82,0.10483021199932964
83,0.02675845578929413
91,0.08189548546691404
92,0.005287569573283859
93,0.06730910833232814
94,0.07542016806722689
95,0.03125
96,0.09803338001867413
